file	region	depth
bams/barber.SRR10714207.sorted.bam	NC_007196.1:1539720-1544676	69.6213
bams/barber.SRR10714207.sorted.bam	NC_007195.1:4650883-4653737	0.105079
bams/barber.SRR10714207.sorted.bam	NC_007195.1:4660561-4662944	70.6137
bams/barber.SRR10714207.sorted.bam	NC_007198.1:258208-259208	0
bams/barber.SRR10714207.sorted.bam	NC_007198.1:242866-244662	64.8809
bams/barber.SRR10714207.sorted.bam	NC_007199.1:3531190-3532036	66.3849
bams/barber.SRR10714207.sorted.bam	NC_007199.1:3491106-3496228	67.8331
bams/barber.SRR10714208.sorted.bam	NC_007196.1:1523105-1524006	0
bams/barber.SRR10714208.sorted.bam	NC_007196.1:1539720-1544676	105.282
bams/barber.SRR10714208.sorted.bam	NC_007195.1:4650883-4653737	106.755
bams/barber.SRR10714208.sorted.bam	NC_007195.1:4660561-4662944	107.823
bams/barber.SRR10714208.sorted.bam	NC_007198.1:258208-259208	93.2587
bams/barber.SRR10714208.sorted.bam	NC_007198.1:242866-244662	99.7986
bams/barber.SRR10714208.sorted.bam	NC_007199.1:3531190-3532036	0
bams/barber.SRR10714208.sorted.bam	NC_007199.1:3491106-3496228	101.945
bams/barber.SRR10714209.sorted.bam	NC_007196.1:1523105-1524006	54.2639
bams/barber.SRR10714209.sorted.bam	NC_007196.1:1539720-1544676	59.6102
bams/barber.SRR10714209.sorted.bam	NC_007195.1:4650883-4653737	0.314186
bams/barber.SRR10714209.sorted.bam	NC_007195.1:4660561-4662944	56.5336
bams/barber.SRR10714209.sorted.bam	NC_007198.1:258208-259208	0
bams/barber.SRR10714209.sorted.bam	NC_007198.1:242866-244662	52.8915
bams/barber.SRR10714209.sorted.bam	NC_007199.1:3531190-3532036	53.046
bams/barber.SRR10714209.sorted.bam	NC_007199.1:3491106-3496228	60.0219
bams/barber.SRR10714210.sorted.bam	NC_007196.1:1523105-1524006	47.7816
bams/barber.SRR10714210.sorted.bam	NC_007196.1:1539720-1544676	41.3851
bams/barber.SRR10714210.sorted.bam	NC_007195.1:4650883-4653737	6.57933
bams/barber.SRR10714210.sorted.bam	NC_007195.1:4660561-4662944	46.6586
bams/barber.SRR10714210.sorted.bam	NC_007198.1:258208-259208	3.87712
bams/barber.SRR10714210.sorted.bam	NC_007198.1:242866-244662	47.5448
bams/barber.SRR10714210.sorted.bam	NC_007199.1:3531190-3532036	39.5608
bams/barber.SRR10714210.sorted.bam	NC_007199.1:3491106-3496228	46.3697
bams/barber.SRR10714211.sorted.bam	NC_007196.1:1523105-1524006	14.8182
bams/barber.SRR10714211.sorted.bam	NC_007196.1:1539720-1544676	16.5102
bams/barber.SRR10714211.sorted.bam	NC_007195.1:4650883-4653737	15.0357
bams/barber.SRR10714211.sorted.bam	NC_007195.1:4660561-4662944	18.7911
bams/barber.SRR10714211.sorted.bam	NC_007198.1:258208-259208	0
bams/barber.SRR10714211.sorted.bam	NC_007198.1:242866-244662	16.3178
bams/barber.SRR10714211.sorted.bam	NC_007199.1:3531190-3532036	0.539551
bams/barber.SRR10714211.sorted.bam	NC_007199.1:3491106-3496228	14.3354
bams/barber.SRR10714212.sorted.bam	NC_007196.1:1523105-1524006	1.53437
bams/barber.SRR10714212.sorted.bam	NC_007196.1:1539720-1544676	74.4769
bams/barber.SRR10714212.sorted.bam	NC_007195.1:4650883-4653737	0
bams/barber.SRR10714212.sorted.bam	NC_007195.1:4660561-4662944	80.6699
bams/barber.SRR10714212.sorted.bam	NC_007198.1:258208-259208	0
bams/barber.SRR10714212.sorted.bam	NC_007198.1:242866-244662	69.6188
bams/barber.SRR10714212.sorted.bam	NC_007199.1:3531190-3532036	80.7839
bams/barber.SRR10714212.sorted.bam	NC_007199.1:3491106-3496228	79.4095
bams/barber.SRR10714213.sorted.bam	NC_007196.1:1523105-1524006	0
bams/barber.SRR10714213.sorted.bam	NC_007196.1:1539720-1544676	82.1872
bams/barber.SRR10714213.sorted.bam	NC_007195.1:4650883-4653737	0
bams/barber.SRR10714213.sorted.bam	NC_007195.1:4660561-4662944	92.5046
bams/barber.SRR10714213.sorted.bam	NC_007198.1:258208-259208	0
bams/barber.SRR10714213.sorted.bam	NC_007198.1:242866-244662	83.005
bams/barber.SRR10714213.sorted.bam	NC_007199.1:3531190-3532036	0
bams/barber.SRR10714213.sorted.bam	NC_007199.1:3491106-3496228	91.2473
bams/barber.SRR10714214.sorted.bam	NC_007196.1:1523105-1524006	52.5166
bams/barber.SRR10714214.sorted.bam	NC_007196.1:1539720-1544676	56.4912
bams/barber.SRR10714214.sorted.bam	NC_007195.1:4650883-4653737	0
bams/barber.SRR10714214.sorted.bam	NC_007195.1:4660561-4662944	52.0067
bams/barber.SRR10714214.sorted.bam	NC_007198.1:258208-259208	0
bams/barber.SRR10714214.sorted.bam	NC_007198.1:242866-244662	48.3523
bams/barber.SRR10714214.sorted.bam	NC_007199.1:3531190-3532036	0
bams/barber.SRR10714214.sorted.bam	NC_007199.1:3491106-3496228	56.5321
bams/barber.SRR10714215.sorted.bam	NC_007196.1:1523105-1524006	52.0654
bams/barber.SRR10714215.sorted.bam	NC_007196.1:1539720-1544676	74.2776
bams/barber.SRR10714215.sorted.bam	NC_007195.1:4650883-4653737	53.0336
bams/barber.SRR10714215.sorted.bam	NC_007195.1:4660561-4662944	65.6816
bams/barber.SRR10714215.sorted.bam	NC_007198.1:258208-259208	31.3776
bams/barber.SRR10714215.sorted.bam	NC_007198.1:242866-244662	70.6678
bams/barber.SRR10714215.sorted.bam	NC_007199.1:3531190-3532036	3.4085
bams/barber.SRR10714215.sorted.bam	NC_007199.1:3491106-3496228	76.7199
bams/barber.SRR10714216.sorted.bam	NC_007196.1:1523105-1524006	0.452328
bams/barber.SRR10714216.sorted.bam	NC_007196.1:1539720-1544676	117.036
bams/barber.SRR10714216.sorted.bam	NC_007195.1:4650883-4653737	128.95
bams/barber.SRR10714216.sorted.bam	NC_007195.1:4660561-4662944	126.127
bams/barber.SRR10714216.sorted.bam	NC_007198.1:258208-259208	78.5365
bams/barber.SRR10714216.sorted.bam	NC_007198.1:242866-244662	112.523
bams/barber.SRR10714216.sorted.bam	NC_007199.1:3531190-3532036	0
bams/barber.SRR10714216.sorted.bam	NC_007199.1:3491106-3496228	116.454
bams/barber.SRR10714217.sorted.bam	NC_007196.1:1523105-1524006	6.28603
bams/barber.SRR10714217.sorted.bam	NC_007196.1:1539720-1544676	72.5213
bams/barber.SRR10714217.sorted.bam	NC_007195.1:4650883-4653737	9.07706
bams/barber.SRR10714217.sorted.bam	NC_007195.1:4660561-4662944	78.4509
bams/barber.SRR10714217.sorted.bam	NC_007198.1:258208-259208	8.26474
bams/barber.SRR10714217.sorted.bam	NC_007198.1:242866-244662	71.8275
bams/barber.SRR10714217.sorted.bam	NC_007199.1:3531190-3532036	54.1381
bams/barber.SRR10714217.sorted.bam	NC_007199.1:3491106-3496228	72.7257
bams/barber.SRR10714218.sorted.bam	NC_007196.1:1523105-1524006	22.0222
bams/barber.SRR10714218.sorted.bam	NC_007196.1:1539720-1544676	21.1493
bams/barber.SRR10714218.sorted.bam	NC_007195.1:4650883-4653737	23.2984
bams/barber.SRR10714218.sorted.bam	NC_007195.1:4660561-4662944	19.9488
bams/barber.SRR10714218.sorted.bam	NC_007198.1:258208-259208	0
bams/barber.SRR10714218.sorted.bam	NC_007198.1:242866-244662	19.8709
bams/barber.SRR10714218.sorted.bam	NC_007199.1:3531190-3532036	0
bams/barber.SRR10714218.sorted.bam	NC_007199.1:3491106-3496228	21.1058
bams/barber.SRR10714219.sorted.bam	NC_007196.1:1523105-1524006	113.012
bams/barber.SRR10714219.sorted.bam	NC_007196.1:1539720-1544676	117.836
bams/barber.SRR10714219.sorted.bam	NC_007195.1:4650883-4653737	0
bams/barber.SRR10714219.sorted.bam	NC_007195.1:4660561-4662944	113.128
bams/barber.SRR10714219.sorted.bam	NC_007198.1:258208-259208	0
bams/barber.SRR10714219.sorted.bam	NC_007198.1:242866-244662	105.331
bams/barber.SRR10714219.sorted.bam	NC_007199.1:3531190-3532036	0
bams/barber.SRR10714219.sorted.bam	NC_007199.1:3491106-3496228	114.026
bams/barber.SRR10714220.sorted.bam	NC_007196.1:1523105-1524006	0
bams/barber.SRR10714220.sorted.bam	NC_007196.1:1539720-1544676	120.894
bams/barber.SRR10714220.sorted.bam	NC_007195.1:4650883-4653737	136.681
bams/barber.SRR10714220.sorted.bam	NC_007195.1:4660561-4662944	136.349
bams/barber.SRR10714220.sorted.bam	NC_007198.1:258208-259208	94.8511
bams/barber.SRR10714220.sorted.bam	NC_007198.1:242866-244662	117.122
bams/barber.SRR10714220.sorted.bam	NC_007199.1:3531190-3532036	0
bams/barber.SRR10714220.sorted.bam	NC_007199.1:3491106-3496228	132.284
bams/barber.SRR10714221.sorted.bam	NC_007196.1:1523105-1524006	37.4523
bams/barber.SRR10714221.sorted.bam	NC_007196.1:1539720-1544676	36.5011
bams/barber.SRR10714221.sorted.bam	NC_007195.1:4650883-4653737	0
bams/barber.SRR10714221.sorted.bam	NC_007195.1:4660561-4662944	36.7638
bams/barber.SRR10714221.sorted.bam	NC_007198.1:258208-259208	18.4675
bams/barber.SRR10714221.sorted.bam	NC_007198.1:242866-244662	32.2181
bams/barber.SRR10714221.sorted.bam	NC_007199.1:3531190-3532036	35.17
bams/barber.SRR10714221.sorted.bam	NC_007199.1:3491106-3496228	38.1599
bams/barber.SRR10714222.sorted.bam	NC_007196.1:1523105-1524006	94.3282
bams/barber.SRR10714222.sorted.bam	NC_007196.1:1539720-1544676	97.5778
bams/barber.SRR10714222.sorted.bam	NC_007195.1:4650883-4653737	0
bams/barber.SRR10714222.sorted.bam	NC_007195.1:4660561-4662944	99.453
bams/barber.SRR10714222.sorted.bam	NC_007198.1:258208-259208	0
bams/barber.SRR10714222.sorted.bam	NC_007198.1:242866-244662	94.8653
bams/barber.SRR10714222.sorted.bam	NC_007199.1:3531190-3532036	94.059
bams/barber.SRR10714222.sorted.bam	NC_007199.1:3491106-3496228	91.8667
bams/barber.SRR10714223.sorted.bam	NC_007196.1:1523105-1524006	55.4213
bams/barber.SRR10714223.sorted.bam	NC_007196.1:1539720-1544676	57.8832
bams/barber.SRR10714223.sorted.bam	NC_007195.1:4650883-4653737	0
bams/barber.SRR10714223.sorted.bam	NC_007195.1:4660561-4662944	57.9841
bams/barber.SRR10714223.sorted.bam	NC_007198.1:258208-259208	0
bams/barber.SRR10714223.sorted.bam	NC_007198.1:242866-244662	54.4825
bams/barber.SRR10714223.sorted.bam	NC_007199.1:3531190-3532036	56.9492
bams/barber.SRR10714223.sorted.bam	NC_007199.1:3491106-3496228	58.8032
bams/barber.SRR10714224.sorted.bam	NC_007196.1:1523105-1524006	0
bams/barber.SRR10714224.sorted.bam	NC_007196.1:1539720-1544676	105.132
bams/barber.SRR10714224.sorted.bam	NC_007195.1:4650883-4653737	0
bams/barber.SRR10714224.sorted.bam	NC_007195.1:4660561-4662944	97.3536
bams/barber.SRR10714224.sorted.bam	NC_007198.1:258208-259208	81.4835
bams/barber.SRR10714224.sorted.bam	NC_007198.1:242866-244662	0
bams/barber.SRR10714224.sorted.bam	NC_007199.1:3531190-3532036	91.9162
bams/barber.SRR10714224.sorted.bam	NC_007199.1:3491106-3496228	99.9815
bams/barber.SRR10714225.sorted.bam	NC_007196.1:1523105-1524006	43.0455
bams/barber.SRR10714225.sorted.bam	NC_007196.1:1539720-1544676	44.883
bams/barber.SRR10714225.sorted.bam	NC_007195.1:4650883-4653737	0
bams/barber.SRR10714225.sorted.bam	NC_007195.1:4660561-4662944	40.1548
bams/barber.SRR10714225.sorted.bam	NC_007198.1:258208-259208	38.3147
bams/barber.SRR10714225.sorted.bam	NC_007198.1:242866-244662	39.468
bams/barber.SRR10714225.sorted.bam	NC_007199.1:3531190-3532036	0
bams/barber.SRR10714225.sorted.bam	NC_007199.1:3491106-3496228	44.3722
bams/barber.SRR10714226.sorted.bam	NC_007196.1:1523105-1524006	56.7217
bams/barber.SRR10714226.sorted.bam	NC_007196.1:1539720-1544676	46.0982
bams/barber.SRR10714226.sorted.bam	NC_007195.1:4650883-4653737	0.0283713
bams/barber.SRR10714226.sorted.bam	NC_007195.1:4660561-4662944	44.4501
bams/barber.SRR10714226.sorted.bam	NC_007198.1:258208-259208	44.1898
bams/barber.SRR10714226.sorted.bam	NC_007198.1:242866-244662	40.1029
bams/barber.SRR10714226.sorted.bam	NC_007199.1:3531190-3532036	45.0354
bams/barber.SRR10714226.sorted.bam	NC_007199.1:3491106-3496228	49.9768
bams/barber.SRR10714227.sorted.bam	NC_007196.1:1523105-1524006	76.6319
bams/barber.SRR10714227.sorted.bam	NC_007196.1:1539720-1544676	75.6437
bams/barber.SRR10714227.sorted.bam	NC_007195.1:4650883-4653737	40.8105
bams/barber.SRR10714227.sorted.bam	NC_007195.1:4660561-4662944	70.2584
bams/barber.SRR10714227.sorted.bam	NC_007198.1:258208-259208	39.3027
bams/barber.SRR10714227.sorted.bam	NC_007198.1:242866-244662	67.6739
bams/barber.SRR10714227.sorted.bam	NC_007199.1:3531190-3532036	33.9386
bams/barber.SRR10714227.sorted.bam	NC_007199.1:3491106-3496228	75.5561
bams/barber.SRR10714228.sorted.bam	NC_007196.1:1523105-1524006	28.2295
bams/barber.SRR10714228.sorted.bam	NC_007196.1:1539720-1544676	35.348
bams/barber.SRR10714228.sorted.bam	NC_007195.1:4650883-4653737	35.1023
bams/barber.SRR10714228.sorted.bam	NC_007195.1:4660561-4662944	36.0935
bams/barber.SRR10714228.sorted.bam	NC_007198.1:258208-259208	0.2997
bams/barber.SRR10714228.sorted.bam	NC_007198.1:242866-244662	32.744
bams/barber.SRR10714228.sorted.bam	NC_007199.1:3531190-3532036	2.0732
bams/barber.SRR10714228.sorted.bam	NC_007199.1:3491106-3496228	39.3881
bams/barber.SRR10714229.sorted.bam	NC_007196.1:1523105-1524006	0
bams/barber.SRR10714229.sorted.bam	NC_007196.1:1539720-1544676	20.5183
bams/barber.SRR10714229.sorted.bam	NC_007195.1:4650883-4653737	20.0673
bams/barber.SRR10714229.sorted.bam	NC_007195.1:4660561-4662944	21.9237
bams/barber.SRR10714229.sorted.bam	NC_007198.1:258208-259208	12.4805
bams/barber.SRR10714229.sorted.bam	NC_007198.1:242866-244662	24.1169
bams/barber.SRR10714229.sorted.bam	NC_007199.1:3531190-3532036	0
bams/barber.SRR10714229.sorted.bam	NC_007199.1:3491106-3496228	22.1452
bams/barber.SRR10714230.sorted.bam	NC_007196.1:1523105-1524006	43.3858
bams/barber.SRR10714230.sorted.bam	NC_007196.1:1539720-1544676	42.4057
bams/barber.SRR10714230.sorted.bam	NC_007195.1:4650883-4653737	0
bams/barber.SRR10714230.sorted.bam	NC_007195.1:4660561-4662944	39.5713
bams/barber.SRR10714230.sorted.bam	NC_007198.1:258208-259208	38.7273
bams/barber.SRR10714230.sorted.bam	NC_007198.1:242866-244662	39.3523
bams/barber.SRR10714230.sorted.bam	NC_007199.1:3531190-3532036	42.915
bams/barber.SRR10714230.sorted.bam	NC_007199.1:3491106-3496228	48.4263
bams/barber.SRR10714231.sorted.bam	NC_007196.1:1523105-1524006	0
bams/barber.SRR10714231.sorted.bam	NC_007196.1:1539720-1544676	8.39217
bams/barber.SRR10714231.sorted.bam	NC_007195.1:4650883-4653737	0
bams/barber.SRR10714231.sorted.bam	NC_007195.1:4660561-4662944	8.65185
bams/barber.SRR10714231.sorted.bam	NC_007198.1:258208-259208	7.5974
bams/barber.SRR10714231.sorted.bam	NC_007198.1:242866-244662	6.08848
bams/barber.SRR10714231.sorted.bam	NC_007199.1:3531190-3532036	0
bams/barber.SRR10714231.sorted.bam	NC_007199.1:3491106-3496228	8.36873
bams/barber.SRR10714232.sorted.bam	NC_007196.1:1523105-1524006	21.3825
bams/barber.SRR10714232.sorted.bam	NC_007196.1:1539720-1544676	29.7803
bams/barber.SRR10714232.sorted.bam	NC_007195.1:4650883-4653737	0
bams/barber.SRR10714232.sorted.bam	NC_007195.1:4660561-4662944	31.4799
bams/barber.SRR10714232.sorted.bam	NC_007198.1:258208-259208	20.1119
bams/barber.SRR10714232.sorted.bam	NC_007198.1:242866-244662	26.5593
bams/barber.SRR10714232.sorted.bam	NC_007199.1:3531190-3532036	22.8158
bams/barber.SRR10714232.sorted.bam	NC_007199.1:3491106-3496228	31.1128
bams/barber.SRR10714233.sorted.bam	NC_007196.1:1523105-1524006	5.72506
bams/barber.SRR10714233.sorted.bam	NC_007196.1:1539720-1544676	13.9659
bams/barber.SRR10714233.sorted.bam	NC_007195.1:4650883-4653737	8.23292
bams/barber.SRR10714233.sorted.bam	NC_007195.1:4660561-4662944	17.1019
bams/barber.SRR10714233.sorted.bam	NC_007198.1:258208-259208	13.7293
bams/barber.SRR10714233.sorted.bam	NC_007198.1:242866-244662	18.4797
bams/barber.SRR10714233.sorted.bam	NC_007199.1:3531190-3532036	9.52774
bams/barber.SRR10714233.sorted.bam	NC_007199.1:3491106-3496228	17.9533
bams/barber.SRR10714234.sorted.bam	NC_007196.1:1523105-1524006	72.9601
bams/barber.SRR10714234.sorted.bam	NC_007196.1:1539720-1544676	66.5314
bams/barber.SRR10714234.sorted.bam	NC_007195.1:4650883-4653737	0.152715
bams/barber.SRR10714234.sorted.bam	NC_007195.1:4660561-4662944	61.1879
bams/barber.SRR10714234.sorted.bam	NC_007198.1:258208-259208	0.2997
bams/barber.SRR10714234.sorted.bam	NC_007198.1:242866-244662	51.4224
bams/barber.SRR10714234.sorted.bam	NC_007199.1:3531190-3532036	54.4026
bams/barber.SRR10714234.sorted.bam	NC_007199.1:3491106-3496228	63.0002
bams/barber.SRR10714235.sorted.bam	NC_007196.1:1523105-1524006	55.6419
bams/barber.SRR10714235.sorted.bam	NC_007196.1:1539720-1544676	52.5086
bams/barber.SRR10714235.sorted.bam	NC_007195.1:4650883-4653737	0
bams/barber.SRR10714235.sorted.bam	NC_007195.1:4660561-4662944	50.4102
bams/barber.SRR10714235.sorted.bam	NC_007198.1:258208-259208	52.7493
bams/barber.SRR10714235.sorted.bam	NC_007198.1:242866-244662	47.2682
bams/barber.SRR10714235.sorted.bam	NC_007199.1:3531190-3532036	0
bams/barber.SRR10714235.sorted.bam	NC_007199.1:3491106-3496228	52.8782
bams/barber.SRR10714236.sorted.bam	NC_007196.1:1523105-1524006	0
bams/barber.SRR10714236.sorted.bam	NC_007196.1:1539720-1544676	26.3904
bams/barber.SRR10714236.sorted.bam	NC_007195.1:4650883-4653737	27.0595
bams/barber.SRR10714236.sorted.bam	NC_007195.1:4660561-4662944	29.7815
bams/barber.SRR10714236.sorted.bam	NC_007198.1:258208-259208	0
bams/barber.SRR10714236.sorted.bam	NC_007198.1:242866-244662	22.0851
bams/barber.SRR10714236.sorted.bam	NC_007199.1:3531190-3532036	0
bams/barber.SRR10714236.sorted.bam	NC_007199.1:3491106-3496228	28.0771
bams/barber.SRR10714237.sorted.bam	NC_007196.1:1523105-1524006	0
bams/barber.SRR10714237.sorted.bam	NC_007196.1:1539720-1544676	32.6413
bams/barber.SRR10714237.sorted.bam	NC_007195.1:4650883-4653737	34.9902
bams/barber.SRR10714237.sorted.bam	NC_007195.1:4660561-4662944	33.8549
bams/barber.SRR10714237.sorted.bam	NC_007198.1:258208-259208	0
bams/barber.SRR10714237.sorted.bam	NC_007198.1:242866-244662	32.7741
bams/barber.SRR10714237.sorted.bam	NC_007199.1:3531190-3532036	0
bams/barber.SRR10714237.sorted.bam	NC_007199.1:3491106-3496228	39.1072
bams/barber.SRR10714238.sorted.bam	NC_007196.1:1523105-1524006	0
bams/barber.SRR10714238.sorted.bam	NC_007196.1:1539720-1544676	35.9056
bams/barber.SRR10714238.sorted.bam	NC_007195.1:4650883-4653737	33.8224
bams/barber.SRR10714238.sorted.bam	NC_007195.1:4660561-4662944	34.6258
bams/barber.SRR10714238.sorted.bam	NC_007198.1:258208-259208	0
bams/barber.SRR10714238.sorted.bam	NC_007198.1:242866-244662	33.7735
bams/barber.SRR10714238.sorted.bam	NC_007199.1:3531190-3532036	0
bams/barber.SRR10714238.sorted.bam	NC_007199.1:3491106-3496228	37.4962
bams/barber.SRR10714239.sorted.bam	NC_007196.1:1523105-1524006	71.959
bams/barber.SRR10714239.sorted.bam	NC_007196.1:1539720-1544676	81.3101
bams/barber.SRR10714239.sorted.bam	NC_007195.1:4650883-4653737	0
bams/barber.SRR10714239.sorted.bam	NC_007195.1:4660561-4662944	84.284
bams/barber.SRR10714239.sorted.bam	NC_007198.1:258208-259208	63.2258
bams/barber.SRR10714239.sorted.bam	NC_007198.1:242866-244662	79.3651
bams/barber.SRR10714239.sorted.bam	NC_007199.1:3531190-3532036	83.6836
bams/barber.SRR10714239.sorted.bam	NC_007199.1:3491106-3496228	82.0492
bams/barber.SRR10714240.sorted.bam	NC_007196.1:1523105-1524006	0
bams/barber.SRR10714240.sorted.bam	NC_007196.1:1539720-1544676	43.0696
bams/barber.SRR10714240.sorted.bam	NC_007195.1:4650883-4653737	0
bams/barber.SRR10714240.sorted.bam	NC_007195.1:4660561-4662944	38.2563
bams/barber.SRR10714240.sorted.bam	NC_007198.1:258208-259208	31.5135
bams/barber.SRR10714240.sorted.bam	NC_007198.1:242866-244662	34.8147
bams/barber.SRR10714240.sorted.bam	NC_007199.1:3531190-3532036	41.497
bams/barber.SRR10714240.sorted.bam	NC_007199.1:3491106-3496228	40.9774
bams/barber.SRR10714241.sorted.bam	NC_007196.1:1523105-1524006	0
bams/barber.SRR10714241.sorted.bam	NC_007196.1:1539720-1544676	40.258
bams/barber.SRR10714241.sorted.bam	NC_007195.1:4650883-4653737	0
bams/barber.SRR10714241.sorted.bam	NC_007195.1:4660561-4662944	38.3196
bams/barber.SRR10714241.sorted.bam	NC_007198.1:258208-259208	0
bams/barber.SRR10714241.sorted.bam	NC_007198.1:242866-244662	36.4897
bams/barber.SRR10714241.sorted.bam	NC_007199.1:3531190-3532036	42.7355
bams/barber.SRR10714241.sorted.bam	NC_007199.1:3491106-3496228	41.6463
bams/barber.SRR10714242.sorted.bam	NC_007196.1:1523105-1524006	14.6563
bams/barber.SRR10714242.sorted.bam	NC_007196.1:1539720-1544676	55.5973
bams/barber.SRR10714242.sorted.bam	NC_007195.1:4650883-4653737	0
bams/barber.SRR10714242.sorted.bam	NC_007195.1:4660561-4662944	48.2429
bams/barber.SRR10714242.sorted.bam	NC_007198.1:258208-259208	7.24476
bams/barber.SRR10714242.sorted.bam	NC_007198.1:242866-244662	45.3901
bams/barber.SRR10714242.sorted.bam	NC_007199.1:3531190-3532036	32.2349
bams/barber.SRR10714242.sorted.bam	NC_007199.1:3491106-3496228	53.4757
bams/barber.SRR10714243.sorted.bam	NC_007196.1:1523105-1524006	0
bams/barber.SRR10714243.sorted.bam	NC_007196.1:1539720-1544676	38.8336
bams/barber.SRR10714243.sorted.bam	NC_007195.1:4650883-4653737	0
bams/barber.SRR10714243.sorted.bam	NC_007195.1:4660561-4662944	34.1007
bams/barber.SRR10714243.sorted.bam	NC_007198.1:258208-259208	0
bams/barber.SRR10714243.sorted.bam	NC_007198.1:242866-244662	33.217
bams/barber.SRR10714243.sorted.bam	NC_007199.1:3531190-3532036	35.5313
bams/barber.SRR10714243.sorted.bam	NC_007199.1:3491106-3496228	34.2436
bams/barber.SRR10714244.sorted.bam	NC_007196.1:1523105-1524006	0
bams/barber.SRR10714244.sorted.bam	NC_007196.1:1539720-1544676	19.1878
bams/barber.SRR10714244.sorted.bam	NC_007195.1:4650883-4653737	0
bams/barber.SRR10714244.sorted.bam	NC_007195.1:4660561-4662944	22.1862
bams/barber.SRR10714244.sorted.bam	NC_007198.1:258208-259208	14.8472
bams/barber.SRR10714244.sorted.bam	NC_007198.1:242866-244662	17.5609
bams/barber.SRR10714244.sorted.bam	NC_007199.1:3531190-3532036	0
